Unnamed: 0,번호,제목,저자,출판사,출판일
,88,Stability analysis of sampled-data fuzzy controller for nonlinear systems based on switching T&#x2013;S fuzzy model,"Lam, H. K.","Elsevier Science B. V., Amsterdam",2009
,89,Prioritizing highway safety improvement projects: A Monte-Carlo based Data Envelopment Analysis approach,"Dadashi, Ali; Mirbaha, Babak","Elsevier Science B.V., Amsterdam.",2019
,90,RNA proximity sequencing data and analysis pipeline from a human neuroblastoma nuclear transcriptome,"Wingett, Steven W.; Andrews, Simon; Fraser, Peter; Morf, Jorg",Springer Nature,2020
,91,Analysing R&D efficiency of Turkish regions using data envelopment analysis,"Belgin, Onder",Taylor & Francis,2019
,92,Road safety risk evaluation and target setting using data envelopment analysis and its extensions,"Shen, Y.; Hermans, E.; Brijs, T.; Wets, G.; Vanhoof, K.","Elsevier Science B.V., Amsterdam.",2012
,93,Traffic fatality indicators in Brazil: State diagnosis based on data envelopment analysis research,"Bastos, J.T.; Shen, Y.; Hermans, E.; Brijs, T.; Wets, G.; Ferraz, A.C.P.","Elsevier Science B.V., Amsterdam.",2015
,94,Spectral analysis and data classification in magnetoencephalography,"Derguzov, A. V.; Makhortykh, S. A.",Springer Science + Business Media,2006
,95,Population-Level Prediction of Type 2 Diabetes From Claims Data and Analysis of Risk Factors,unknown,Mary Ann Leibert,2015
,96,A data envelopment analysis approach by partial impacts between inputs and desirable-undesirable outputs for sustainable supplier selection problem,"Nemati, Mohammad; Farzipoor Saen, Reza; Matin, Reza Kazemi",Emerald Group Publishing Limited,2020
,97,Neck injury mechanisms in train collisions: Dynamic analysis and data mining of the driver impact injury,"Hou, Lin; Peng, Yong; Sun, Dong","Elsevier Science B.V., Amsterdam.",2020
,98,Evaluating the efficiency of local municipalities in providing traffic safety using the Data Envelopment Analysis,"Alper, D.; Sinuany-Stern, Z.; Shinar, D.","Elsevier Science B.V., Amsterdam.",2015
,99,Enhancing nuclear data validation analysis by using machine learning,"Neudecker, D.; Grosskopf, M.; Herman, M.; Haeck, W.; Grechanuk, P.; Vander Wiel, S.; Rising, M.E.; Kahler, A.C.; Sly, N.; Talou, P.","Elsevier Science B.V., Amsterdam",2020
,100,Chemometric Analysis of Data from Essential Oils,"Hibbert, D. B.",SPRINGER VERLAG KG,1995
,1,Gene ontology analysis of transcriptome data from DMBA-induced mammary tumors of rats fed a high-corn oil and a high-extra virgin olive oil diet,"Escrich, Raquel; Cubedo, Marta; Escrich, Eduard; Moral, Raquel","Elsevier Science B.V., Amsterdam",2019
,2,Data from proteomic analysis of bovine Longissimus dorsi muscle associated with intramuscular fat content,"Poleti, Mirele D.; Regitano, Luciana C.A.; Souza, Gustavo H.M.F.; Cesar, Aline S.M.; Simas, Rosineide C.; Silva-Vignato, Barbara; Oliveira, Gabriella B.; Andrade, Sonia C.S.; Cameron, Luiz C.; Coutinho, Luiz L.","Elsevier Science B.V., Amsterdam",2018
,3,Data for a meta-analysis of the adaptive layer in adaptive large neighborhood search,"Turke?, Renata; Sorensen, Kenneth; Hvattum, Lars Magnus; Barrena, Eva; Chentli, Hayet; Coelho, Leandro C.; Dayarian, Iman; Grimault, Axel; Gullhav, Anders N.; Iris, Ca?atay; Keskin, Merve; Kiefer, Alexander; Lusby, Richard Martin; Mauri, Geraldo Regis; Mo","Elsevier Science B.V., Amsterdam",2020
,4,Microarray data and pathway analyses for human microvascular endothelial cells supplemented with low dose vitamin D or niacin during lipotoxicity,"Peters, Kia M.; Borradaile, Nica M.","Elsevier Science B.V., Amsterdam",2019
,5,Temporal series analysis of abiotic data for a subtropical Brazilian rocky shore,"Silva, Marcos Goncalves da; Silva, Juliana Nascimento; Fragoso, Helena Rodrigues; Ghilardi-Lopes, Natalia Pirani","Elsevier Science B.V., Amsterdam",2019
,6,"Data on GC-MS analysis, in?vitro anti-oxidant and anti-microbial activity of the Catharanthus roseus and Moringa oleifera leaf extracts","Syeda, Anjum Mobeen; Riazunnisa, K.","Elsevier Science B.V., Amsterdam",2020
,7,Data from comprehensive analysis of nuclear localization signals,"Yamagishi, Ryosuke; Kaneko, Hiroki","Elsevier Science B.V., Amsterdam",2016
,8,Data for the analysis of PolyHIPE scaffolds with tunable mechanical properties for bone tissue engineering,"Owen, Robert; Sherborne, Colin; Reilly, Gwendolen C.; Claeyssens, Frederik","Elsevier Science B.V., Amsterdam",2015
,9,"Morbility, clinical data and proteomic analysis of IUGR and AGA newborns at different gestational ages","Ruiz-Gonzalez, M.D.; Canete, M.D.; Gomez-Chaparro, J.L.; Rodriguez-Torronteras, A.; Abril, N.; Canete, R.; Lopez-Barea, J.L.","Elsevier Science B.V., Amsterdam",2016
,10,"Data from numerical analysis, simulation and experimental determinations performed to verify the sizing of an unbalanced capacitive compensator for three-phase four-wires networks","Pan?, Adrian; B?loi, Alexandru; Molnar-Matei, Florin","Elsevier Science B.V., Amsterdam",2019
,11,High resolution mass spectral data from the analysis of copper chlorophylls and copper chlorophyll degradation products in bright green table olives,"Scholl, Peter F.; Gray, Patrick J.; Harp, Bhakti Petigara; Delmonte, Pierluigi","Elsevier Science B.V., Amsterdam",2020
,12,Analysis of the data on titration of native and peroxynitrite modified αA- and αB-crystallins by Cu2+-ions,"Ghahramani, Maryam; Yousefi, Reza; Khoshaman, Kazem; Moghadam, Sogand Sasan; Kurganov, Boris","Elsevier Science B.V., Amsterdam",2020
,13,Data from computational analysis of the peptide linkers in the MocR bacterial transcriptional regulators,"Angelaccio, Sebastiana; Milano, Teresa; Tramonti, Angela; Di Salvo, Martino Luigi; Contestabile, Roberto; Pascarella, Stefano","Elsevier Science B.V., Amsterdam",2016
,14,Data for proteomic analysis of Human monocyte-derived macrophages,"Eligini, S.; Brioschi, M.; Fiorelli, S.; Tremoli, E.; Colli, S.; Banfi, C.","Elsevier Science B.V., Amsterdam",2015
,15,Data on morphometric analysis of the pancreatic islets from C57BL/6 and BALB,"da Silva, Thiago Aparecido; Lemes, Robertha Mariana; Oliveira, Carlo Jose Freire; Almeida, Aline da Silva; Chica, Javier Emilio Lazo","Elsevier Science B.V., Amsterdam",2016
,16,Data of phosphoproteomic analysis of non-functioning pituitary adenoma,"Rai, Ashutosh; Radotra, B.D.; Mukherjee, K.K.; Gupta, S.K.; Dutta, Pinaki","Elsevier Science B.V., Amsterdam",2018
,17,Data on global analysis of clinical trials with probiotics,"Dronkers, Theresia M.G.; Ouwehand, Arthur C.; Rijkers, Ger T.","Elsevier Science B.V., Amsterdam",2020
,18,Data for evolutive analysis of insulin related peptides in bilaterian species,"Cherif--Feildel, Maeva; Berthelin, Clothilde Heude; Riviere, Guillaume; Favrel, Pascal; Kellner, Kristell","Elsevier Science B.V., Amsterdam",2019
,19,Prenatal alcohol exposure alters gene expression in the rat brain: Experimental design and bioinformatic analysis of microarray data,"Lussier, Alexandre A.; Stepien, Katarzyna A.; Weinberg, Joanne; Kobor, Michael S.","Elsevier Science B.V., Amsterdam",2015
,20,Data on translatome analysis of Mycoplasma gallisepticum,"Fisunov, G.Y.; Evsyutina, D.V.; Govorun, V.M.","Elsevier Science B.V., Amsterdam",2016
,21,Data for proteomic analysis of ATP-binding proteins and kinase inhibitor target proteins using an ATP probe,"Adachi, Jun; Kishida, Marina; Watanabe, Shio; Hashimoto, Yuuki; Fukamizu, Kazuna; Tomonaga, Takeshi","Elsevier Science B.V., Amsterdam",2015
,22,Data for spatial analysis of growth anomaly lesions on Montipora capitata coral colonies using 3D reconstruction techniques,"Burns, John H.R.; Alexandrov, Theodore; Ovchinnikova, Katya; Gates, Ruth D.; Takabayashi, Misaki","Elsevier Science B.V., Amsterdam",2016
,23,Data on genetic analysis of atherosclerosis identifies a major susceptibility locus in the major histocompatibility complex of mice,"Grainger, Andrew T.; Jones, Michael B.; Li, Jing; Chen, Mei-Hua; Manichaikul, Ani; Shi, Weibin","Elsevier Science B.V., Amsterdam",2016
,24,Data on genetic analysis of atherosclerosis identifies a major susceptibility locus in the major histocompatibility complex of mice,"Grainger, Andrew T.; Jones, Michael B.; Li, Jing; Chen, Mei-Hua; Manichaikul, Ani; Shi, Weibin","Elsevier Science B.V., Amsterdam",2016
,25,Data on cost analysis of drilling mud displacement during drilling operation,"Okoro, Emeka Emmanuel; Dosunmu, Adewale; Iyuke, Sunny E.","Elsevier Science B.V., Amsterdam",2018
,26,Data for factor analysis of hydro-geochemical characteristics of groundwater resources in Iranshahr,"Biglari, Hamed; Saeidi, Mehdi; Karimyan, Kamaleddin; Narooie, Mohammad Reza; Sharafi, Hooshmand","Elsevier Science B.V., Amsterdam",2018
,27,Data on RNA-seq analysis of Garcinia mangostana L. seed development,"Mazlan, Othman; Abdul-Rahman, Azhani; Goh, Hoe-Han; Aizat, Wan Mohd; Mohd Noor, Normah","Elsevier Science B.V., Amsterdam",2018
,28,Mass spectrometry data of metabolomics analysis of Nepenthes pitchers,"Rosli, Muhammad Aqil?Fitri; Azizan, Kamalrul Azlan; Baharum, Syarul Nataqain; Goh, Hoe-Han","Elsevier Science B.V., Amsterdam",2017
,29,Data of a meta-analysis on pharmacological treatment strategies for lowering prolactin in people with a psychotic disorder and hyperprolactinaemia,"Labad, Javier; Montalvo, Itziar; Gonzalez-Rodriguez, Alexandre; Garcia-Rizo, Clemente; Crespo-Facorro, Benedicto; Monreal, Jose Antonio; Palao, Diego","Elsevier Science B.V., Amsterdam",2020
,30,Data on phylogenetic analyses of gazelles (genus Gazella) based on mitochondrial and nuclear intron markers,"Lerp, Hannes; Klaus, Sebastian; Allgower, Stefanie; Wronski, Torsten; Pfenninger, Markus; Plath, Martin","Elsevier Science B.V., Amsterdam",2016
,31,Python script for homogeneous aqueous chemical reaction analysis and associated data related to radiolysis simulations,"Doyle, Peter; Bartels, David","Elsevier Science B.V., Amsterdam",2020
,32,Data on genome analysis of Bacillus velezensis LS69,"Liu, Guoqiang; Kong, Yingying; Fan, Yajing; Geng, Ce; Peng, Donghai; Sun, Ming","Elsevier Science B.V., Amsterdam",2017
,33,Microarray data and pathway analyses for primary human activated hepatic stellate cells compared to HepG2 human hepatoma cells,"Hetherington, Alexandra M.; Sawyez, Cynthia G.; Borradaile, Nica M.","Elsevier Science B.V., Amsterdam",2017
,34,Data from proteome analysis of Lasiodiplodia theobromae (Botryosphaeriaceae),"Uranga, Carla C.; Ghassemian, Majid; Hernandez-Martinez, Rufina","Elsevier Science B.V., Amsterdam",2017
,35,Data from computational analysis of the peptide linkers in the MocR bacterial transcriptional regulators,"Angelaccio, Sebastiana; Milano, Teresa; Tramonti, Angela; Di Salvo, Martino Luigi; Contestabile, Roberto; Pascarella, Stefano","Elsevier Science B.V., Amsterdam",2016
,36,"Data on PAGE analysis and MD simulation for the interaction of endonuclease Apn1 from Saccharomyces cerevisiae with DNA substrates containing 5, 6-dihydrouracyl and 2-aminopurine","Dyakonova, Elena S.; Koval, Vladimir V.; Lomzov, Alexander A.; Ishchenko, Alexander A.; Fedorova, Olga S.","Elsevier Science B.V., Amsterdam",2018
,37,"Morbility, clinical data and proteomic analysis of IUGR and AGA newborns at different gestational ages","Ruiz-Gonzalez, M.D.; Canete, M.D.; Gomez-Chaparro, J.L.; Rodriguez-Torronteras, A.; Abril, N.; Canete, R.; Lopez-Barea, J.L.","Elsevier Science B.V., Amsterdam",2016
,38,Data for dynamics analysis of riverine dissolved organic in watersheds,"Rizinjirabake, Fabien; Abdi, Abdulhakim M.; Tenenbaum, David E.; Pilesjo, Petter","Elsevier Science B.V., Amsterdam",2018
,39,Influence of talent retention strategy on employees? attitude to work: Analysis of survey data,"Oludayo, Olumuyiwa A.; Akanbi, Comfort O.; Obot, Bridget M.; Popoola, Segun I.; Atayero, Aderemi A.","Elsevier Science B.V., Amsterdam",2018
,40,Differential expression analysis of transcriptome data of Trypanosoma brucei RBP6 induction in procyclics leading to infectious metacyclics and bloodstream forms in vitro,"Shi, Huafang; Butler, Kiantra; Tschudi, Christian","Elsevier Science B.V., Amsterdam",2018
,41,"Dynamics of Pulicat Lake mouth analysis using geospatial data, east coast of India: Implications to socio-economic scenarios","Nagalaksmi, K.; Kumar, Madri Pramod; Jayaraju, N.; Prasad, T. Lakshmi; Lakshmanna, B.; Sreenivasulu, G.","Elsevier Science B.V., Amsterdam",2017
,42,Data for the analysis of interactive multibiomarker responses of a marine crustacean to long-term exposure to aquatic contaminants,"Abreu, Isabel Oliveira; Monteiro, Catarina; Rocha, A. Cristina S.; Reis-Henriques, M.A.; Teixeira, Catarina; Pires Basto, Maria Clara; Ferreira, Marta; Almeida, C. Marisa R.; Oliva-Teles, Luis; Guimaraes, Laura","Elsevier Science B.V., Amsterdam",2018
,43,Data on translatome analysis of Mycoplasma gallisepticum,"Fisunov, G.Y.; Evsyutina, D.V.; Govorun, V.M.","Elsevier Science B.V., Amsterdam",2016
,44,Mass spectrometry data from proteomic analysis of human skin keratins after exposure to UV radiation,"Lee, Seon Hwa; Matsushima, Keita; Miyamoto, Kohei; Oe, Tomoyuki","Elsevier Science B.V., Amsterdam",2016
,45,An approach for temporal analysis of email data based on segmentation,"Chundi, P.; Subramaniam, M.; Vasireddy, D. K.","Elsevier Science B.V., Amsterdam.",2009
,46,Data on proteomic analysis of milk extracellular vesicles from bovine leukemia virus-infected cattle,"Rahman, Md. Matiur; Badr, Yassien; Kamatari, Yuji O.; Kitamura, Yuko; Shimizu, Kaori; Okada, Ayaka; Inoshima, Yasuo","Elsevier Science B.V., Amsterdam",2020
,47,Functional connectivity analysis of fMRI data collected from human subjects with chronic tinnitus and varying levels of tinnitus-related distress,"Hullfish, Jeffrey; Abenes, Ian; Kovacs, Silvia; Sunaert, Stefan; De Ridder, Dirk; Vanneste, Sven","Elsevier Science B.V., Amsterdam",2018
,48,Data of thematic analysis of farmer?s use behavior of recycled industrial wastewater,"Aljerf, Loai","Elsevier Science B.V., Amsterdam",2018
,49,Data of chemical analysis and electrical properties of SnO2-TiO2 composite nanofibers,"Bakr, Zinab H.; Wali, Qamar; Ismail, Jamil; Elumalai, Naveen Kumar; Uddin, Ashraf; Jose, Rajan","Elsevier Science B.V., Amsterdam",2018
,50,Data on genome analysis of Mycoplasmagallisepticum during intracellular infection,"Matyushkina, Daria; Pobeguts, Olga; Garanina, Irina; Babenko, Vladislav; Vakhitova, Maria; Fisunov, Gleb; Govorun, Vadim","Elsevier Science B.V., Amsterdam",2017
,51,Data on RNA-seq analysis of the cocoa pod borer pest Conopomorpha cramerella (Snellen) (Lepidoptera: Gracillariidae),"Nor Muhammad, Nor Azlan; Ramlee, Intan Azlinda; Mohd Nor, Diana; Satyavenathan, Mahasakthy Vijeyasri; Rahmat, Nur Lina; Awang, Alias; Hassan, Maizom","Elsevier Science B.V., Amsterdam",2021
,52,Microarray data and pathway analyses for primary human activated hepatic stellate cells compared to HepG2 human hepatoma cells,"Hetherington, Alexandra M.; Sawyez, Cynthia G.; Borradaile, Nica M.","Elsevier Science B.V., Amsterdam",2017
,53,Data on genome analysis of Mycoplasmagallisepticum during intracellular infection,"Matyushkina, Daria; Pobeguts, Olga; Garanina, Irina; Babenko, Vladislav; Vakhitova, Maria; Fisunov, Gleb; Govorun, Vadim","Elsevier Science B.V., Amsterdam",2017
,54,Analysis of experimental data of environmental cement prepared by fly ash of eggs shell and sand dune for reduction of carbon dioxid,"Brahimi, Abdelghani; Meghachou, Mourad; Abbad, Hicham; Rahmouni, Abdelkader; Belbachir, Mohammed; Zeggai, Fatima Zohra; Khaldoun, Bachari","Elsevier Science B.V., Amsterdam",2020
,55,"Data on TOF-SIMS analysis of Cu2+, Co2+ and Cr3+ doped calcium phosphate cements","Henß, Anja; Schamel, Martha; Gbureck, Uwe; Gelinsky, Michael; Lode, Anja","Elsevier Science B.V., Amsterdam",2017
,56,Data for proteome analysis of Bacillus lehensis G1 in starch-containing medium,"Ling, How Lie; Rahmat, Zaidah; Murad, Abdul Munir Abdul; Mahadi, Nor Muhammad; Illias, Rosli Md.","Elsevier Science B.V., Amsterdam",2017
,57,LC-MS data for metabolomics analysis of Garcinia mangostana L. seed germination,"Mazlan, Othman; Aizat, Wan Mohd; Aziz Zuddin, Nor Shahida; Baharum, Syarul Nataqain; Noor, Normah Mohd","Elsevier Science B.V., Amsterdam",2018
,58,RNA-seq data and surprisal analysis of icl mutant and control strain of the green microalga Chlamydomonas reinhardtii during day/night cycles,"Willamme, R.; Bogaert, K.A.; Remacle, F.; Remacle, C.","Elsevier Science B.V., Amsterdam",2018
